name,price,image_url,image_name
AirPods Pro 2nd gen with MagSafe Charging Case (USB‑C),28800,https://www.avicomm.co.ke/wp-content/uploads/2025/08/AirPods-Pro-2nd-generation-with-MagSafe-Charging-Case-USB%E2%80%91C-2.jpeg,AirPods-Pro-2nd-generation-with-MagSafe-Charging-Case-USB%E2%80%91C-2.jpeg
AirPods Pro 3,39200,https://www.avicomm.co.ke/wp-content/uploads/2025/10/AirPods-Pro-3-Price-in-Kenya-01-Mobile-Hub-Kenya.webp,AirPods-Pro-3-Price-in-Kenya-01-Mobile-Hub-Kenya.webp
AmazFit Active,10800,https://www.avicomm.co.ke/wp-content/uploads/2025/08/AmazFit-Active.jpg,AmazFit-Active.jpg
Amazfit Active 2 – Black,17300,https://www.avicomm.co.ke/wp-content/uploads/2025/05/Amazfit20220Watch201.webp,Amazfit20220Watch201.webp
Amazfit Active 2 (Round) – Premium Edition,21600,https://www.avicomm.co.ke/wp-content/uploads/2025/06/%E7%9F%A9%E5%BD%A2-21-%E6%8B%B7%E8%B4%9D-6@2x.avif,%E7%9F%A9%E5%BD%A2-21-%E6%8B%B7%E8%B4%9D-6@2x.avif
AmazFit Active Edge,12600,https://www.avicomm.co.ke/wp-content/uploads/2025/08/AmazFit-Active-Edge_2.jpg,AmazFit-Active-Edge_2.jpg
AmazFit Balance,19800,https://www.avicomm.co.ke/wp-content/uploads/2025/08/AmazFit-Balance.jpg,AmazFit-Balance.jpg
Amazfit Bip 5 Unity,7400,https://www.avicomm.co.ke/wp-content/uploads/2025/04/Amazfit-Bip-5.jpg,Amazfit-Bip-5.jpg
Amazfit Bip 6,13800,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Amazfit-Bip-6.webp,Amazfit-Bip-6.webp
AmazFit Cheetah – Speedster Grey – Round,31200,https://www.avicomm.co.ke/wp-content/uploads/2025/08/AmazFit-Cheetah-Round.jpg,AmazFit-Cheetah-Round.jpg
AmazFit Cheetah – Winner Champagne – Square,31200,https://www.avicomm.co.ke/wp-content/uploads/2025/08/AmazFit-Cheetah-Square.jpg,AmazFit-Cheetah-Square.jpg
AMAZFIT GTS 4,21400,https://www.avicomm.co.ke/wp-content/uploads/2024/04/61lmmx6h63L._AC_SX679_.jpg,61lmmx6h63L._AC_SX679_.jpg
Amazfit Helio Ring,20400,https://www.avicomm.co.ke/wp-content/uploads/2025/04/galaxyfront.webp,galaxyfront.webp
AmazFit Pop 3R Bluetooth Calling Watch,5900,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Amazfit-Pop-3R-Bluetooth-Calling-Watch.jpg,Amazfit-Pop-3R-Bluetooth-Calling-Watch.jpg
Amazfit T-Rex 3 – Black,35800,https://www.avicomm.co.ke/wp-content/uploads/2025/05/Amazfit-T-Rex-3-a-1.jpg,Amazfit-T-Rex-3-a-1.jpg
Apple 20W USB-C Power Adapter,3000,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Apple-20W-USB-C-Power-Adapter-b.jpg,Apple-20W-USB-C-Power-Adapter-b.jpg
Apple 30W USB-C Power Adapter,5400,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Apple-USB-C-Power-Adapter-30W.jpg,Apple-USB-C-Power-Adapter-30W.jpg
Apple 35W USB-C Dual Port Power Adapter,7800,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Apple-Dual-USB-C-35w-Power-Adapter.jpg,Apple-Dual-USB-C-35w-Power-Adapter.jpg
APPLE 4K HDR,30000,https://www.avicomm.co.ke/wp-content/uploads/2024/04/apple-tv-4k-hero-select-202210.jpeg,apple-tv-4k-hero-select-202210.jpeg
Apple 85W MagSafe 2 Power Adapter,6000,https://www.avicomm.co.ke/wp-content/uploads/2025/08/85W-MagSafe-2-Power-Adapter-for-MacBook-Pro-with-Retina-display-e1682666717491.jpeg,85W-MagSafe-2-Power-Adapter-for-MacBook-Pro-with-Retina-display-e1682666717491.jpeg
Apple AirPods 4,17900,https://www.avicomm.co.ke/wp-content/uploads/2025/04/Airpods-4.png,Airpods-4.png
Apple AirPods 4 ANC,24500,https://www.avicomm.co.ke/wp-content/uploads/2025/04/Apple-AirPod-4-ANC.jpg,Apple-AirPod-4-ANC.jpg
APPLE AIRPODS MAX with Smart Case,80400,https://www.avicomm.co.ke/wp-content/uploads/2024/04/airpods-max-select-spacegray-202011.png,airpods-max-select-spacegray-202011.png
APPLE AIRPODS PRO 2ND GEN USB-C,28800,https://www.avicomm.co.ke/wp-content/uploads/2024/04/MTJV3.jpeg,MTJV3.jpeg
Apple AirTag – 4 Pack,13800,https://www.avicomm.co.ke/wp-content/uploads/2025/04/Apple-AirTag-4-Pack.jpg,Apple-AirTag-4-Pack.jpg
Apple Pencil (USB-C),13500,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Apple-Pencil-USB-C.jpg,Apple-Pencil-USB-C.jpg
Apple Pencil Pro,19200,https://www.avicomm.co.ke/wp-content/uploads/2025/04/Apple-Pencil-Pro.jpg,Apple-Pencil-Pro.jpg
Apple USB C-to-C 60W Cable 1m,3000,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Apple-USB-C-to-C-60W-Cable-1m-1.jpg,Apple-USB-C-to-C-60W-Cable-1m-1.jpg
Apple USB-C to Lightning Cable 1m,3000,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Apple-USB-C-to-Lightning-Cable-1m.jpg,Apple-USB-C-to-Lightning-Cable-1m.jpg
Apple Watch Magnetic Fast Charger to USB-C Cable (1m),5400,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Apple-Watch-Magnetic-Fast-Charger-to-USB-C-Cable-1m.jpg,Apple-Watch-Magnetic-Fast-Charger-to-USB-C-Cable-1m.jpg
Bose QuietComfort Headphones,29100,https://www.avicomm.co.ke/wp-content/uploads/2025/08/QCH_Black_400x300_x2.webp,QCH_Black_400x300_x2.webp
Bose QuietComfort Ultra Earbuds,28500,https://www.avicomm.co.ke/wp-content/uploads/2025/08/QCUEBLE25_LunarBlue_AEM_PDP_Gallery_08.webp,QCUEBLE25_LunarBlue_AEM_PDP_Gallery_08.webp
Bose QuietComfort Ultra Headphones,40500,https://www.avicomm.co.ke/wp-content/uploads/2025/08/QCUH_SF_PDP_Gallery_WhiteSmoke_x2_1.webp,QCUH_SF_PDP_Gallery_WhiteSmoke_x2_1.webp
Bose SoundLink Flex Portable Speaker (2nd Gen),22200,https://www.avicomm.co.ke/wp-content/uploads/2025/08/SLFLXII_BlueDusk_SF_PDP_Gallery_01.webp,SLFLXII_BlueDusk_SF_PDP_Gallery_01.webp
CANON CAMERA E0S 2000D 18-55 DC III 2728C002AA,48600,https://www.avicomm.co.ke/wp-content/uploads/2024/04/2000D_Front_1080x1080.jpg,2000D_Front_1080x1080.jpg
CANON CAMERA EOS R100 + RF-S 18-45 IS STM 6052C013AA,66000,https://www.avicomm.co.ke/wp-content/uploads/2024/04/Canon-EOS-R100-Mirrorless-Camera-camerasafrica.jpg,Canon-EOS-R100-Mirrorless-Camera-camerasafrica.jpg
CANON CAMERA EOS R100 + RFS18-45 | RFS55-210 6052C023AA,90600,https://www.avicomm.co.ke/wp-content/uploads/2024/04/fda300f5-95ce-4986-a8e8-cbc900a1c687.jpg,fda300f5-95ce-4986-a8e8-cbc900a1c687.jpg
Canon EOS R50 Mirrorless Camera Content Creator Kit,98400,https://www.avicomm.co.ke/wp-content/uploads/2025/08/5811C037_EOS-R50_07.webp,5811C037_EOS-R50_07.webp
Canon EOS R50 V Mirrorless Camera + RF-S 14-30mm F4-6.3 IS STM PZ Lens,99600,https://www.avicomm.co.ke/wp-content/uploads/2025/06/6895C020_EOS-R50-V_01.webp,6895C020_EOS-R50-V_01.webp
Ecoflow E980 Portable Power Station,64800,https://www.avicomm.co.ke/wp-content/uploads/2026/02/EcoFlow-E980-001-300x300-1.webp,EcoFlow-E980-001-300x300-1.webp
EcoFlow RIVER 3 Plus Portable Power Station,42000,https://www.avicomm.co.ke/wp-content/uploads/2026/02/EcoFlow-River-3-Plus-01.webp,EcoFlow-River-3-Plus-01.webp
EcoFlow RIVER 3 Portable Power Station,32400,https://www.avicomm.co.ke/wp-content/uploads/2026/02/EcoFlow-River3-UPS-001.webp,EcoFlow-River3-UPS-001.webp
FUJIFILM INSTAX MINI 12 Instant Film Camera,13800,https://www.avicomm.co.ke/wp-content/uploads/2026/02/FUJIFILM-INSTAX-MINI-12-1.webp,FUJIFILM-INSTAX-MINI-12-1.webp
FUJIFILM INSTAX MINI Instant Film (10 Sheets),1900,https://www.avicomm.co.ke/wp-content/uploads/2026/02/INSTAXMINIEU1PK_01copy.webp,INSTAXMINIEU1PK_01copy.webp
Harman Kardon Aura Studio 5,40200,https://www.avicomm.co.ke/wp-content/uploads/2026/02/Harman-Kardon-Aura-Studio-5-Bluetooth-Speaker.jpg,Harman-Kardon-Aura-Studio-5-Bluetooth-Speaker.jpg
Harman Kardon Enchant 1100 + Enchant Sub,159799,https://www.avicomm.co.ke/wp-content/uploads/2026/02/The-Harman-Kardon-Enchant-1100-with-Subwoofer.jpg,The-Harman-Kardon-Enchant-1100-with-Subwoofer.jpg
Harman Kardon Go + Play 3,41400,https://www.avicomm.co.ke/wp-content/uploads/2025/02/HK_GO_AND_PLAY_3_FRONT_BLACK_43494_x1.png,HK_GO_AND_PLAY_3_FRONT_BLACK_43494_x1.png
Harman Kardon Onyx Studio 9,28800,https://www.avicomm.co.ke/wp-content/uploads/2025/02/Harman-Kardon-Onyx-Studio-9-3-800x800-1.webp,Harman-Kardon-Onyx-Studio-9-3-800x800-1.webp
Harman Kardon SoundSticks 5,53400,https://www.avicomm.co.ke/wp-content/uploads/2026/02/LS_Harman-Kardon_SOUNDSTICKS_5_FRONT_BLACK_MAIN_0138_x2_BLOSSOM.png,LS_Harman-Kardon_SOUNDSTICKS_5_FRONT_BLACK_MAIN_0138_x2_BLOSSOM.png
Infinix Hot 60i – 6.7″,16700,https://www.avicomm.co.ke/wp-content/uploads/2025/08/Infinix-Hot-60i-4G.webp,Infinix-Hot-60i-4G.webp
