inStock,categories/0/name,id,name,price,shortDescription,url,images/0/src,images/1/src,images/2/src,images/3/src,images/4/src,(empty)
true,1.5GB,26019,Realme 10 8gb 256gb,18199,"Display: 6.4&#8221;
Back Camera:50MP+2MP
Front Camera: 16MP
Processor: Mediatek MT8781 Helio G99 (6nm)
Warranty: 1-year
Color(s): White and Blue
Battery : 5000mAh with 33w fast charger",https://avechi.co.ke/product/realme-10-8gb-256gb/,https://avechi.co.ke/wp-content/uploads/2023/04/Realme-10-in-Kenya1.jpg,https://avechi.co.ke/wp-content/uploads/2023/04/Realme-10-clash-white.jpg,https://avechi.co.ke/wp-content/uploads/2023/04/realme-10-to-launch-in-india-soon-expected-price-and-specifications.jpg,https://avechi.co.ke/wp-content/uploads/2023/04/202302170132579039.jpg,(empty),
,10.8MP,18578,Google Pixel 7 5G 8GB 128GB,38499,"6.3&#8221; 8GB RAM 128GB ROM
4355mAh,1-year warranty
Fingerprint",https://avechi.co.ke/product/google-pixel-7-5g-8gb-128gb/,https://avechi.co.ke/wp-content/uploads/2022/10/H08V_560FF523-ADE4-4C88-A100-240F4C237C33_large1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7-snow-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/google-pixel-7-back-1.jpg,(empty),
,,18592,Google Pixel 7 5G 8GB 256GB,47499,"6.3&#8221; 8GB RAM 256GB ROM
4355mAh,1-year warranty
Fingerprint",https://avechi.co.ke/product/google-pixel-7-5g-8gb-256gb/,https://avechi.co.ke/wp-content/uploads/2022/10/H08V_560FF523-ADE4-4C88-A100-240F4C237C33_large1-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7-snow-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/google-pixel-7-back-1.jpg,(empty),
,,18594,Google Pixel 7 Pro 5G 12GB 128GB,45499,"6.7&#8221; 12GB RAM 128GB ROM
5000mAh,1-year warranty
Fingerprint",https://avechi.co.ke/product/google-pixel-7-pro-5g-12gb-128gb/,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7-Pro_featured-image-packshot-review-2.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/google-pixel-7-pro-5g-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7-Pro-1-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7-Pro.jpg,(empty),
,,18638,Google Pixel 7 Pro 5G 12GB 256GB,52999,"6.7&#8221; 12GB RAM 256GB ROM
5000mAh,1-year warranty
Fingerprint",https://avechi.co.ke/product/google-pixel-7-pro-5g-12gb-256gb/,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7-Pro_featured-image-packshot-review-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/google-pixel-7-pro-5g-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7-Pro-1-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7-Pro.jpg,(empty),
,,18909,Google Pixel 7 Pro 5G 12GB 512GB,57699,"6.7&#8221; 12GB RAM 512GB ROM
5000mAh,1-year warranty
Fingerprint",https://avechi.co.ke/product/google-pixel-7-pro-5g-12gb-512gb/,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7-Pro_featured-image-packshot-review.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/google-pixel-7-pro-5g-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7-Pro-1-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/Google-Pixel-7-Pro.jpg,(empty),
,,19970,Huawei P50 Pocket 5G 8GB 256GB,106699,"6.9&#8221; 8GB RAM 256GB ROM
4000mah,1-year warranty",https://avechi.co.ke/product/huawei-p50-pocket-8gb-256gb/,https://avechi.co.ke/wp-content/uploads/2022/11/huawei-p50-pocket-Phonetronics-Kenya15-09-2022-1663257879.jpg,https://avechi.co.ke/wp-content/uploads/2022/11/Huawei-P50-Pocket-5G.jpg,https://avechi.co.ke/wp-content/uploads/2022/11/Huawei-P50-Pocket-5G-8gb.jpg,https://avechi.co.ke/wp-content/uploads/2022/11/Huawei-P50-Pocket-5G-gold-1.jpg,(empty),
,,32189,Google Pixel 8 5G 8GB 128GB,53999,"Display : 6.2&#8221;
Back Camera :50mp +2mp
Front Camera : 10.5Mp
Processor :Google Tensor G3 (4 nm)
Warranty : 1-year
Color(s) : Obsidian, Hazel, and Rose
Battery : 4575mAh",https://avechi.co.ke/product/google-pixel-8-5g-8gb-128gb/,https://avechi.co.ke/wp-content/uploads/2024/01/Google-Pixel-8-a.jpg,https://avechi.co.ke/wp-content/uploads/2023/10/Google-Pixel-8-1695887972-0-0_1695921218080.jpg,https://avechi.co.ke/wp-content/uploads/2023/10/Google-Pixel-8-g-original-1.jpg,https://avechi.co.ke/wp-content/uploads/2023/10/Google-Pixel-8-1695887972-0-0_1695921218080-2.jpg,(empty),
,,32243,Google Pixel 8 Pro 5G 12GB 128GB,62999,"Display : 672&#8221;
Back Camera :50mp +48mp
Front Camera : 10.5Mp
Processor :Google Tensor G3 (4 nm)
Warranty : 1-year
Color(s) :  Obsidian, Porcelain, Bay
Battery : 5050mAh",https://avechi.co.ke/product/google-pixel-8-pro-5g-12gb-128gb/,https://avechi.co.ke/wp-content/uploads/2023/10/Google-Pixel-8-Pro1.jpg,https://avechi.co.ke/wp-content/uploads/2023/10/Google-Pixel-8-Pro-g-original.jpg,https://avechi.co.ke/wp-content/uploads/2023/10/Google-Pixel-8-Pro1-1.jpg,https://avechi.co.ke/wp-content/uploads/2023/10/Google-Pixel-8-Pro-g-original-1.jpg,(empty),
,,37246,Samsung Galaxy Z Fold 5 12GB 1TB,214999,"Display: 7.6&#8221;
Back Camera: 50MP + 10mp+12MP
Front Camera: 10MP+4MP
Processor: Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm)
Warranty: 1-year
Color(s): Icy Blue, Phantom Black, Cream, Gray, Blue
Battery: 4400mAh",https://avechi.co.ke/product/samsung-galaxy-z-fold-5-12gb-1tb/,https://avechi.co.ke/wp-content/uploads/2024/03/511452-111111111111.jpg,https://avechi.co.ke/wp-content/uploads/2024/03/511452-111111111111-1.jpg,(empty),(empty),(empty),
,,41565,Google Pixel 9 5G 12gb 256gb,84499,"Display : 6.3&#8221;
Back Camera :50mp +48mp
Front Camera : 10.5Mp
Processor :Google Tensor G4 (4 nm)
Warranty : 1-year
Color(s) :  Obsidian, Porcelain, Wintergreen, Peony
Battery : 4700mAh",https://avechi.co.ke/product/google-pixel-9-5g-12gb-256gb/,https://avechi.co.ke/wp-content/uploads/2024/08/pixel-9.jpg,https://avechi.co.ke/wp-content/uploads/2024/08/778091-Product-0-I-638573713807075102.jpg,https://avechi.co.ke/wp-content/uploads/2024/08/pixel-9-1.jpg,https://avechi.co.ke/wp-content/uploads/2024/08/pixel-9-2.jpg,(empty),
,1000-3000,14926,Vision Plus Vibe Pods,2999,"Android and Ios supported, 10m BlueTooth range, 6 hours playtime, 5 hours Talk time",https://avechi.co.ke/product/vision-plus-vibe-pods/,https://avechi.co.ke/wp-content/uploads/2022/06/Vision-Plus-Vibe-Pods-Vibe-Series-_Accessories_27835_1-510x5101-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/06/Vision-Plus-Vibe-Pods-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/06/Vision-Plus-Vibe-Pods-box-1.jpg,(empty),(empty),
,,15555,Sony MDR AS210 Sports In-ear Headphones,2599,"Splash proof for all-weather listening,  Adjustable loop hangers keep the headphones in place during exercise

&nbsp;",https://avechi.co.ke/product/sony-as210-sports-in-ear-headphones/,https://avechi.co.ke/wp-content/uploads/2022/07/sony-as210-in-ear-sport-headphones1.jpg,https://avechi.co.ke/wp-content/uploads/2022/07/Sony-MDR-AS210-earphones-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/07/Sony-MDR-AS210-headphones.jpg,(empty),(empty),
,,15622,Sony WI-C200 Wireless In-earphones,4499,"Portable headphones with ultra lightweight at 15g design
Voice assistant : Google Assistant for voice access to music",https://avechi.co.ke/product/sony-wi-c200-wireless-in-earphones/,https://avechi.co.ke/wp-content/uploads/2022/07/200x2001.jpg,https://avechi.co.ke/wp-content/uploads/2022/07/Sony-WI-C200-Wireless-In-ear-Headphones-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/07/Sony-WI-C200-Wireless-In-ear-Headphones-white-1.jpg,(empty),(empty),
,,21165,"Sony MDR-ZX110AP Headphones with Mic, Black",2499,"30mm drivers,
wide frequency range",https://avechi.co.ke/product/sony-mdr-zx110ap-headphones/,https://avechi.co.ke/wp-content/uploads/2023/01/8e2364ea770052eb890f78ce3ad936f5.jpg,https://avechi.co.ke/wp-content/uploads/2023/01/Sony-MDR-ZX110AP-Headphones-with-Mic-Black-1.jpg,https://avechi.co.ke/wp-content/uploads/2023/01/Sony-MDR-ZX110-.jpg,https://avechi.co.ke/wp-content/uploads/2023/01/Sony-MDR-ZX110AP-Headphones-1.jpg,(empty),
,100k-200k,2402,Huawei Mate 40 Pro 5G 8gb 256gb,102999,"6.76&#8243; inch, 8GB RAM, 256GB ROM, 50MP triple back cameras
13MP dual selfie, Android 10, 4000mAh",https://avechi.co.ke/product/huawei-mate-40-pro-5g-8gb-256gb/,https://avechi.co.ke/wp-content/uploads/2021/06/Mate-40-pro-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/06/Huawei-mate-40-pro-1.jpg,(empty),(empty),(empty),
,,2574,Apple iPhone 12 Pro 6gb 256gb,114999,"6.1&#8243; inch, 6GB RAM, 256GB ROM, 12MP quad back cameras
12MP dual selfie, iOS 14.1, 2815mAh",https://avechi.co.ke/product/apple-iphone-12-pro-6gb-256gb/,https://avechi.co.ke/wp-content/uploads/2021/06/Apple-iPhone-12-Pro-white-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/06/iphone-12-pro.jpg,(empty),(empty),(empty),
,,2577,Apple iPhone 12 4gb 256gb,115499,"6.1&#8243; inch, 4GB RAM, 256GB ROM, 12MP dual back cameras
12MP dual selfie, iOs 14.1, 2815mAh",https://avechi.co.ke/product/apple-iphone-12-4gb-256gb/,https://avechi.co.ke/wp-content/uploads/2021/06/Apple-iPhone-12-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/06/Apple-iPhone-12-Colors-1.jpg,(empty),(empty),(empty),
,,2598,Apple iPhone 11 Pro Max 4gb 256gb,120799,"6.5&#8243; inch, 4GB RAM, 256GB ROM, 12MP triple back cameras
12MP dual selfie, iOS 13, 3969mAh

&nbsp;",https://avechi.co.ke/product/apple-iphone-11-pro-max-4gb-256gb/,https://avechi.co.ke/wp-content/uploads/2021/06/Apple-iPhone-11-Pro-Max-Green-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/06/APPLE-IPHONE-11-PRO-MAX-a.jpg,(empty),(empty),(empty),
,,3004,Xiaomi Mi Mix Fold 12gb 512gb,174099,"8.01&#8243;, 12gb RAM, 512gb ROM, 108MP triple back cameras
20MP selfie, Android 10, 5020mAh",https://avechi.co.ke/product/xiaomi-mi-mix-fold-12gb-512gb/,https://avechi.co.ke/wp-content/uploads/2021/09/Xiaomi-Mi-Mix-Fold-price-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/09/Xiaomi-Mi-Mix-Fold-1.jpg,(empty),(empty),(empty),
,,3024,Xiaomi Mi Mix 4 5G 12gb 512gb,128700,"6.67&#8243; inch, 12gb RAM, 512gb ROM, 108MP triple back cameras
20MP selfie, Android 11, 4500mAh",https://avechi.co.ke/product/xiaomi-mi-mix-4-5g-12gb-512gb/,https://avechi.co.ke/wp-content/uploads/2021/09/Xiaomi-Mix-4-5G-2.jpg,https://avechi.co.ke/wp-content/uploads/2021/09/Xiaomi-mi-mix-4-price-1.jpg,(empty),(empty),(empty),
,,3028,Xiaomi Mi Mix 4 5G 12gb 256gb,118700,"6.67&#8243; inch, 12gb RAM, 256gb ROM, 108MP triple back cameras
20MP selfie, Android 11, 4500mAh",https://avechi.co.ke/product/xiaomi-mi-mix-4-5g-12gb-256gb/,https://avechi.co.ke/wp-content/uploads/2021/09/Xiaomi-Mix-4-5G-2.jpg,https://avechi.co.ke/wp-content/uploads/2021/09/Xiaomi-mi-mix-4-price-1.jpg,(empty),(empty),(empty),
,,3198,Apple iPhone 13 Pro Max 6gb 256gb,163999,"6.7&#8243; inch, 6gb RAM, 256gb ROM, 12MP 4 back cameras
12MP dual selfie, iOS 15, 4373mAh",https://avechi.co.ke/product/apple-iphone-13-pro-max-6gb-256gb/,https://avechi.co.ke/wp-content/uploads/2021/09/apple-iphone-13-pro-max-1-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/09/iphone-13-pro-1.jpg,(empty),(empty),(empty),
,,3202,Apple iPhone 13 Pro Max 6gb 128gb,144999,"6.7&#8243; inch, 6gb RAM, 128gb ROM, 12MP 4 back cameras
12MP dual selfie, iOS 15, 4373mAh",https://avechi.co.ke/product/apple-iphone-13-pro-max-6gb-128gb/,https://avechi.co.ke/wp-content/uploads/2021/09/apple-iphone-13-pro-max-1-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/09/iphone-13-pro-1.jpg,(empty),(empty),(empty),
,,3203,Apple iPhone 13 Pro 6gb 256gb,151999,"6.1&#8243; inch, 6gb RAM, 256gb ROM, 12MP 4 back cameras
12MP dual selfie, iOS 15, 3095mAh",https://avechi.co.ke/product/apple-iphone-13-pro-6gb-256gb/,https://avechi.co.ke/wp-content/uploads/2021/09/apple-iphone-13-pro-256g-silver-11.jpg,https://avechi.co.ke/wp-content/uploads/2021/09/iphone-13-pro-1.jpg,(empty),(empty),(empty),
,,3344,Apple iPad Pro 11&#8221; 3rd Gen 8GB 128GB Wifi,105699,"11 inch, 8GB RAM, 128GB ROM, 12MP triple back cameras
12MP selfie, Apple M1,1-year warranty",https://avechi.co.ke/product/apple-ipad-pro-11-3rd-gen-8gb-128gb/,https://avechi.co.ke/wp-content/uploads/2021/10/ipad-pro-2021-price-in-kenya-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/10/iPad-pro-2021.jpg,(empty),(empty),(empty),
,,3347,Apple iPhone 13 4gb 128gb,64499,"6.1&#8243;, 4gb RAM, 128gb ROM, 12MP dual back cameras
12MP dual selfie, iOS 15, 3240mAh",https://avechi.co.ke/product/apple-iphone-13-4gb-128gb/,https://avechi.co.ke/wp-content/uploads/2021/10/iphone-13-price-in-kenya.jpg,(empty),(empty),(empty),(empty),
,,3349,Apple iPhone 13 Pro 6gb 128gb,124999,"6.1&#8243; inch, 6gb RAM, 128gb ROM, 12MP 4 back cameras
12MP dual selfie, iOS 15, 3095mAh",https://avechi.co.ke/product/apple-iphone-13-pro-6gb-128gb/,https://avechi.co.ke/wp-content/uploads/2021/10/apple-iphone-13-pro-256g-silver-11-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/09/iphone-13-pro-1.jpg,(empty),(empty),(empty),
,,3395,Apple iPhone 13 Pro Max 6gb 512gb,170999,"6.7&#8243; inch, 6gb RAM, 512gb ROM, 12MP 4 back cameras
12MP dual selfie, iOS 15, 4373mAh",https://avechi.co.ke/product/apple-iphone-13-pro-max-6gb-512gb/,https://avechi.co.ke/wp-content/uploads/2021/09/apple-iphone-13-pro-max-1-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/09/iphone-13-pro-1.jpg,(empty),(empty),(empty),
,,3579,Apple iPhone 11 Pro 4gb 512gb,129199,"5.8&#8243; inch, 4GB RAM, 512GB ROM, 12MP triple back cameras
12MP dual selfie, iOS 13, 3046mAh",https://avechi.co.ke/product/apple-iphone-11-pro-4gb-512gb/,https://avechi.co.ke/wp-content/uploads/2021/06/APPLE-IPHONE-11-PRO-MAX-a.jpg,https://avechi.co.ke/wp-content/uploads/2021/06/Apple-iPhone-11-Pro-Max-Green-1.jpg,(empty),(empty),(empty),
,,3635,Apple iPhone 12 Pro Max 6GB 512GB,138999,"6.7&#8243; inch, 6gb RAM, 512gb ROM, 12MP 4 back cameras
12MP dual selfie, iOS 14.1, upgradable to iOS 15, 3687mAh",https://avechi.co.ke/product/apple-iphone-12-pro-max-6gb-512gb/,https://avechi.co.ke/wp-content/uploads/2021/10/iphone-12-pro-max.jpg,(empty),(empty),(empty),(empty),
,,4554,Apple iPhone 12 Pro Max 6GB 256GB,136499,"6.7&#8243; inch, 6gb RAM, 256gb ROM, 12MP 4 back cameras
12MP dual selfie, iOS 14.1, upgradable to iOS 15, 3687mAh",https://avechi.co.ke/product/apple-iphone-12-pro-max-6gb-256gb/,https://avechi.co.ke/wp-content/uploads/2021/10/iphone-12-pro-max.jpg,(empty),(empty),(empty),(empty),
,,4555,Apple iPhone 12 Pro Max 6GB 128GB,127999,"6.7&#8243; inch, 6gb RAM, 128gb ROM, 12MP 4 back cameras
12MP dual selfie, iOS 14.1, upgradable to iOS 15, 3687mAh",https://avechi.co.ke/product/apple-iphone-12-pro-max-6gb-128gb/,https://avechi.co.ke/wp-content/uploads/2021/10/iphone-12-pro-max.jpg,(empty),(empty),(empty),(empty),
,,4559,Apple iPhone 13 4gb 512gb,143399,"6.1&#8243;, 4gb RAM, 512gb ROM, 12MP dual back cameras
12MP dual selfie, iOS 15, 3240mAh",https://avechi.co.ke/product/apple-iphone-13-4gb-512gb/,https://avechi.co.ke/wp-content/uploads/2021/10/iphone-13-price-in-kenya.jpg,(empty),(empty),(empty),(empty),
,,4560,Apple iPhone 13 4gb 256gb,82599,"6.1&#8243;, 4gb RAM, 256gb ROM, 12MP dual back cameras
12MP dual selfie, iOS 15, 3240mAh",https://avechi.co.ke/product/apple-iphone-13-4gb-256gb/,https://avechi.co.ke/wp-content/uploads/2021/10/iphone-13-price-in-kenya.jpg,(empty),(empty),(empty),(empty),
,,4578,Apple iPhone 12 Pro 6gb 512gb,140499,"6.1&#8243; inch, 6GB RAM, 512GB ROM, 12MP quad back cameras
12MP dual selfie, iOS 14.1, 2815mAh",https://avechi.co.ke/product/apple-iphone-12-pro-6gb-512gb/,https://avechi.co.ke/wp-content/uploads/2021/06/Apple-iPhone-12-Pro-white-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/06/iphone-12-pro.jpg,(empty),(empty),(empty),
,,4580,Apple iPhone 11 Pro Max 4gb 64gb,106099,"6.5&#8243; inch, 4GB RAM, 64GB ROM, 12MP triple back cameras
12MP dual selfie, iOS 13, 3969mAh

&nbsp;",https://avechi.co.ke/product/apple-iphone-11-pro-max-4gb-64gb/,https://avechi.co.ke/wp-content/uploads/2021/06/Apple-iPhone-11-Pro-Max-Green-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/06/APPLE-IPHONE-11-PRO-MAX-a.jpg,(empty),(empty),(empty),
,,4939,Apple iPhone 13 Pro Max 6gb 1TB,173999,"6.7&#8243; inch, 6gb RAM, 1TB ROM, 12MP 4 back cameras
12MP dual selfie, iOS 15, 4373mAh",https://avechi.co.ke/product/apple-iphone-13-pro-max-6gb-1tb/,https://avechi.co.ke/wp-content/uploads/2021/09/apple-iphone-13-pro-max-1-1.jpg,https://avechi.co.ke/wp-content/uploads/2021/09/iphone-13-pro-1.jpg,(empty),(empty),(empty),
,,9759,Apple iPhone 12 Pro 6gb 128gb,113999,"6.1&#8243; inch, 6GB RAM, 256GB ROM, 12MP quad back cameras
12MP dual selfie, iOS 14.1, 2815mAh",https://avechi.co.ke/product/apple-iphone-12-pro-6gb-128gb/,https://avechi.co.ke/wp-content/uploads/2022/02/Apple-iPhone-12-Pro-white-1-1024x1024-1.jpg,(empty),(empty),(empty),(empty),
,,11883,Apple Ipad Air 4 4GB 256GB WIFI,107999,"10.9&#8243;,  4GB RAM, 256GBROM,1-year warranty
7MP selfie, 12MP back camera",https://avechi.co.ke/product/apple-ipad-air-4-4gb-256gb/,https://avechi.co.ke/wp-content/uploads/2022/03/ipad-air-select-wifi-green-202009_FMT_WHH-2.jpg,https://avechi.co.ke/wp-content/uploads/2022/03/Apple-Ipad-Air-4-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/03/Apple-Ipad-Air-4-grey-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/03/Apple-iPad-Air-2020-2-1.jpg,(empty),
,,11978,Apple Ipad Pro 12.9&#8243; M4 5G 8GB 512GB,166999,"Display:12.9&#8243;
Back camera: 12mp
Front camera:12mp
Cpu:  9-core CPU with 3 performance cores and 6 efficiency cores
Warranty:1-year warranty
GPU: 10 core 
Battery: Built-in  10290 mAh",https://avechi.co.ke/product/apple-ipad-pro-12-9-m4-5g-8gb-512gb/,https://avechi.co.ke/wp-content/uploads/2022/03/1715094907_1826784.jpg,https://avechi.co.ke/wp-content/uploads/2022/03/1715094907_1826784-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/03/1715094907_1826784-2.jpg,https://avechi.co.ke/wp-content/uploads/2022/03/1715094907_1826784-3.jpg,(empty),
,,12002,Apple Ipad Pro 12.9&#8243; 6th Gen 8GB 128GB WIFI,137999,"12.9&#8221; 8GB 128GB,12mp triple back camera
12mp selfie,Apple M2 Chip,1-year warranty",https://avechi.co.ke/product/apple-ipad-pro-12-9-6th-gen-8gb-128gb-wifi/,https://avechi.co.ke/wp-content/uploads/2022/03/175253_2020_71-2.jpg,https://avechi.co.ke/wp-content/uploads/2023/01/Apple-iPad-Pro-11-inch-4th-Gen.jpg,https://avechi.co.ke/wp-content/uploads/2023/01/Apple-iPad-Pro-11-inch-4th-Gen-1.jpg,https://avechi.co.ke/wp-content/uploads/2023/01/Apple-iPad-Pro-11-inch-4th-Gen-c-1.jpg,(empty),
,,13614,ZTE Nubia Red Magic 7 Pro 5G 16GB 512GB,124999,"6.8&#8221; 16GB RAM 512GB ROM,1-year warranty
5G,16mp selfie,64mp triple back camera, 5000mAh,135w fast charging",https://avechi.co.ke/product/zte-nubia-red-magic-7-pro-5g-16gb-512gb/,https://avechi.co.ke/wp-content/uploads/2022/05/Judy-788x7881-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/05/ZTE-NUbia-Red-Magic-7-Pro-1-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/05/ZTE-nubia-Red-Magic-7-Pro-2-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/05/ZTE-Nubia-Red-Magic-7-Pro-5G-1.jpg,(empty),
,,14977,Oppo Find X5 Pro 5G 12gb 256gb,151999,"6.7&#8243; inch&#8221;, 12gb RAM, 256gb ROM, 50MP triple back cameras
32MP selfie, Android 12, 1 year Warranty, 5000mAh",https://avechi.co.ke/product/oppo-find-x5-pro-5g/,https://avechi.co.ke/wp-content/uploads/2022/06/Oppo-Find-X5-Pro-price-in-Bangladesh-11.jpg,https://avechi.co.ke/wp-content/uploads/2022/06/oppo-find-x5-pro-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/06/Oppo-Find-X5-Pro-5G-colors-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/06/Oppo-Find-X5-Pro-5G-black-1.jpg,(empty),
,,15068,Apple Ipad Pro 12.9&#8243; M4 5G 16GB 1TB,187999,"Display:12.9&#8243;
Back camera: 12mp
Front camera:12mp
Cpu: 10-core CPU with 4 performance cores and 6 efficiency cores
Warranty:1-year warranty
GPU: 10 core 
Battery: Built-in  10290 mAh",https://avechi.co.ke/product/apple-ipad-pro-12-9-m4-5g-16gb-1tb/,https://avechi.co.ke/wp-content/uploads/2022/06/1715094907_1826784-3.jpg,https://avechi.co.ke/wp-content/uploads/2022/06/1715094907_1826784.jpg,https://avechi.co.ke/wp-content/uploads/2022/06/1715094907_1826784-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/06/1715094907_1826784-2.jpg,(empty),
,,15080,Apple Ipad Pro 11 inch 3rd Gen 8GB 256GB WIFI,111699,"11&#8221;,Apple M1 CHIP
8GB RAM 256GB ROM,WIFI",https://avechi.co.ke/product/apple-ipad-pro-11-8gb-256gb-wifi/,https://avechi.co.ke/wp-content/uploads/2022/06/8382359_R_Z001A1.jpg,https://avechi.co.ke/wp-content/uploads/2022/06/Apple-Ipad-Pro-11-inch-3rd-Gen.jpg,https://avechi.co.ke/wp-content/uploads/2022/06/Ipad-Pro-11-inch-3rd-Gen.jpg,(empty),(empty),
,,15108,Apple Iphone 13 Pro 6GB 512GB,165999,"6.1&#8221; 6GB RAM 512GB ROM
5G,12mp selfie 12mp quad back camera
1-year warranty,3095mAh",https://avechi.co.ke/product/apple-iphone-13-pro-6gb-512gb/,https://avechi.co.ke/wp-content/uploads/2022/06/177283_20201.jpg,(empty),(empty),(empty),(empty),
,,16359,Xiaomi 12s Ultra 5G 12gb 256gb,115999,"Wifi, Bluetooth, Display 6.73&#8243; inch
Fingerprint under the display, Li-Po 4860 mAh",https://avechi.co.ke/product/xiaomi-12s-12gb-256gb/,https://avechi.co.ke/wp-content/uploads/2022/07/Xiaomi-12S-Ultra-Price-in-South-Africa-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/07/Xiaomi-12s-Ultra-5G-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/07/Xiaomi-12s-Ultra-5G-1-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/07/XIaomi-12S-Ultra-avechi-1.jpg,(empty),
,,16363,Xiaomi 12s Ultra 5G 12gb 512gb,129999,"Wifi, Bluetooth, Display 6.73&#8243; inch
Fingerprint under the display, Li-Po 4860 mAh",https://avechi.co.ke/product/xiaomi-12s-ultra-5g-12gb-512gb/,https://avechi.co.ke/wp-content/uploads/2022/07/Xiaomi-12S-Ultra-Price-in-South-Africa-2.jpg,https://avechi.co.ke/wp-content/uploads/2022/07/Xiaomi-12s-Ultra-5G-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/07/Xiaomi-12s-Ultra-5G-1-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/07/XIaomi-12S-Ultra-avechi-1.jpg,(empty),
,,17086,ZTE Red Magic 7s Pro 18GB 512GB,124999,"6.8&#8221; inch, 18gb RAM, 512gb ROM, 16MP selfie, 64MP triple back cameras
Android 12, 5000mAh, 1-year warranty",https://avechi.co.ke/product/zte-red-magic-7s-pro-18gb-512gb/,https://avechi.co.ke/wp-content/uploads/2022/08/ZTE-nubia-Red-Magic-7S-Pro-21.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/ZTE-Red-Magic-7S-Pro-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/ZTE-Red-Magic-7s-Pro-b-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/ZTE-Red-Magic-7s-Pro-nubia-1.jpg,(empty),
,,17091,ZTE Red Magic 7s Pro 16GB 512GB,128499,"6.8&#8243; inch, 16gb RAM, 512gb ROM, 16MP selfie, 64MP triple back cameras
Android 12, 5000mAh, 1-Year warranty",https://avechi.co.ke/product/zte-red-magic-7s-pro-16gb-512gb/,https://avechi.co.ke/wp-content/uploads/2022/08/ZTE-nubia-Red-Magic-7S-Pro-21-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/ZTE-Red-Magic-7S-Pro-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/ZTE-Red-Magic-7s-Pro-b-1.jpg,https://avechi.co.ke/wp-content/uploads/2022/10/ZTE-Red-Magic-7s-Pro-nubia-1.jpg,(empty),
